order_id,customer_id,product_id,order_date,quantity,discount,ship_days,name,email,country,segment,join_date,product_name,category,sell_price,cost_price,margin,gross_revenue,cogs,gross_profit,order_value_tier
10527,442,1076,2022-10-06,4,0.05,5,Customer_442,c442@mail.com,US,Consumer,2020-03-04,Product_75,Books,303.24,184.87,39.04,1152.31,739.48,412.83,Medium
10528,405,1066,2024-04-21,4,0.0,5,Customer_405,c405@mail.com,FR,Consumer,2020-06-28,Product_65,Books,311.04,105.43,66.1,1244.16,421.72,822.44,Large
10529,198,1077,2022-03-29,9,0.0,4,Customer_198,c198@mail.com,US,Corporate,2020-02-03,Product_76,Electronics,307.83,37.99,87.66,2770.47,341.91,2428.56,Large
10530,409,1008,2023-12-10,1,0.0,7,Customer_409,c409@mail.com,US,Corporate,2022-07-01,Product_7,Sports,225.11,161.51,28.25,225.11,161.51,63.6,Small
10531,444,1044,2024-09-02,4,0.0,4,Customer_444,c444@mail.com,UK,Consumer,2020-05-13,Product_43,Clothing,359.38,108.59,69.78,1437.52,434.36,1003.16,Large
10532,46,1039,2024-06-13,4,0.05,1,Customer_46,c46@mail.com,US,Consumer,2021-02-22,Product_38,Electronics,195.21,48.7,75.05,741.8,194.8,547.0,Medium
10533,194,1052,2024-01-27,6,0.0,7,Customer_194,c194@mail.com,DE,Consumer,2021-09-11,Product_51,Books,148.43,107.39,27.65,890.58,644.34,246.24,Medium
10534,199,1045,2023-03-17,5,0.0,6,Customer_199,c199@mail.com,US,Consumer,2020-10-26,Product_44,Sports,90.97,90.97,-46.8,454.85,454.85,0.0,Small
10535,201,1070,2023-04-19,1,0.0,4,Customer_201,c201@mail.com,UK,Consumer,2020-08-16,Product_69,Clothing,235.51,68.94,70.73,235.51,68.94,166.57,Small
10536,46,1048,2024-12-13,3,0.0,7,Customer_46,c46@mail.com,US,Consumer,2021-02-22,Product_47,Books,193.34,46.46,75.97,580.02,139.38,440.64,Medium
10537,349,1038,2023-06-25,1,0.1,2,Customer_349,c349@mail.com,US,Consumer,2021-03-14,Product_37,Sports,355.4,148.35,58.26,319.86,148.35,171.51,Small
10538,327,1059,2024-10-08,2,0.05,2,Customer_327,c327@mail.com,US,Home Office,2020-01-15,Product_58,Clothing,164.55,31.59,80.8,312.64,63.18,249.46,Small
10539,375,1002,2023-04-23,4,0.0,5,Customer_375,c375@mail.com,DE,Consumer,2020-02-27,Product_1,Books,244.41,31.25,87.21,977.64,125.0,852.64,Medium
10540,479,1018,2023-08-12,1,0.05,3,Customer_479,c479@mail.com,UK,Corporate,2021-06-08,Product_17,Books,106.17,14.65,86.2,100.86,14.65,86.21,Small
10541,234,1045,2022-01-06,4,0.0,2,Customer_234,c234@mail.com,US,Corporate,2021-06-04,Product_44,Sports,90.97,90.97,-46.8,363.88,363.88,0.0,Small
10542,297,1005,2023-10-08,2,0.05,3,Customer_297,c297@mail.com,US,Home Office,2020-05-12,Product_4,Clothing,161.64,32.07,80.16,307.12,64.14,242.98,Small
10543,487,1054,2024-01-10,6,0.1,7,Customer_487,c487@mail.com,UK,Home Office,2021-09-07,Product_53,Books,358.08,103.72,71.03,1933.63,622.32,1311.31,Large
10544,392,1042,2024-07-17,8,0.05,2,Customer_392,c392@mail.com,UK,Consumer,2020-03-08,Product_41,Clothing,199.39,155.23,22.15,1515.36,1241.84,273.52,Large
10545,267,1073,2023-07-28,9,0.0,7,Customer_267,c267@mail.com,US,Corporate,2021-06-11,Product_72,Books,157.58,102.87,34.72,1418.22,925.83,492.39,Large
10546,136,1029,2024-04-13,4,0.0,6,Customer_136,c136@mail.com,CA,Consumer,2022-05-11,Product_28,Sports,203.84,82.78,59.39,815.36,331.12,484.24,Medium
10547,448,1024,2024-08-05,4,0.0,6,Customer_448,c448@mail.com,CA,Corporate,2020-11-26,Product_23,Books,242.56,76.17,68.6,970.24,304.68,665.56,Medium
10548,24,1056,2023-04-01,1,0.0,1,Customer_24,c24@mail.com,US,Corporate,2021-10-22,Product_55,Books,249.32,148.68,40.37,249.32,148.68,100.64,Small
10549,394,1071,2022-03-04,9,0.0,7,Customer_394,c394@mail.com,CA,Home Office,2020-03-25,Product_70,Home,155.82,155.82,-291.9,1402.38,1402.38,0.0,Large
10550,481,1045,2023-10-07,2,0.05,5,Customer_481,c481@mail.com,US,Home Office,2021-03-07,Product_44,Sports,90.97,90.97,-46.8,172.84,181.94,-9.1,Small
10551,49,1017,2023-02-22,4,0.15,4,Customer_49,c49@mail.com,US,Consumer,2021-06-17,Product_16,Sports,325.03,188.3,42.07,1105.1,753.2,351.9,Medium
10552,143,1058,2023-04-28,8,0.0,3,Customer_143,c143@mail.com,DE,Consumer,2021-11-01,Product_57,Clothing,284.05,122.51,56.87,2272.4,980.08,1292.32,Large
10553,261,1003,2024-08-03,6,0.05,6,Customer_261,c261@mail.com,US,Corporate,2020-01-16,Product_2,Sports,110.5,110.5,-101.94,629.85,663.0,-33.15,Medium
10554,218,1016,2022-11-03,6,0.0,3,Customer_218,c218@mail.com,FR,Corporate,2020-02-05,Product_15,Home,168.25,168.25,-99.8,1009.5,1009.5,0.0,Medium
10555,365,1004,2024-01-12,3,0.0,5,Customer_365,c365@mail.com,UK,Corporate,2021-05-08,Product_3,Electronics,128.82,61.03,52.62,386.46,183.09,203.37,Small
10556,169,1025,2022-11-16,5,0.05,7,Customer_169,c169@mail.com,DE,Consumer,2020-04-10,Product_24,Home,152.16,116.68,23.32,722.76,583.4,139.36,Medium
10557,459,1064,2022-01-04,7,0.0,3,Customer_459,c459@mail.com,DE,Consumer,2020-01-15,Product_63,Books,321.22,21.23,93.39,2248.54,148.61,2099.93,Large
10558,398,1018,2022-12-08,1,0.1,5,Customer_398,c398@mail.com,CA,Home Office,2022-11-10,Product_17,Books,106.17,14.65,86.2,95.55,14.65,80.9,Small
10559,410,1040,2022-04-23,6,0.0,4,Customer_410,c410@mail.com,FR,Corporate,2022-11-27,Product_39,Home,362.85,45.39,87.49,2177.1,272.34,1904.76,Large
10560,361,1041,2023-01-24,9,0.0,2,Customer_361,c361@mail.com,DE,Consumer,2021-09-02,Product_40,Electronics,232.47,109.65,52.83,2092.23,986.85,1105.38,Large
10561,395,1006,2022-01-20,3,0.0,5,Customer_395,c395@mail.com,UK,Consumer,2020-02-02,Product_5,Clothing,105.54,105.54,-219.53,316.62,316.62,0.0,Small
10562,328,1064,2023-03-14,8,0.05,1,Customer_328,c328@mail.com,US,Corporate,2021-09-11,Product_63,Books,321.22,21.23,93.39,2441.27,169.84,2271.43,Large
10563,297,1068,2023-08-20,6,0.15,5,Customer_297,c297@mail.com,US,Home Office,2020-05-12,Product_67,Electronics,133.81,133.81,-27.54,682.43,802.86,-120.43,Medium
10564,321,1008,2024-07-02,6,0.0,4,Customer_321,c321@mail.com,US,Consumer,2022-07-12,Product_7,Sports,225.11,161.51,28.25,1350.66,969.06,381.6,Large
10565,436,1036,2023-08-19,9,0.0,3,Customer_436,c436@mail.com,UK,Home Office,2020-05-20,Product_35,Electronics,265.26,199.43,24.82,2387.34,1794.87,592.47,Large
10566,14,1034,2022-12-31,8,0.0,7,Customer_14,c14@mail.com,CA,Consumer,2021-11-12,Product_33,Home,31.49,31.49,-90.62,251.92,251.92,0.0,Small
10567,157,1045,2023-10-22,2,0.0,6,Customer_157,c157@mail.com,UK,Corporate,2021-04-30,Product_44,Sports,90.97,90.97,-46.8,181.94,181.94,0.0,Small
10568,477,1003,2024-01-05,8,0.0,3,Customer_477,c477@mail.com,US,Consumer,2020-08-06,Product_2,Sports,110.5,110.5,-101.94,884.0,884.0,0.0,Medium
10569,251,1001,2022-03-03,4,0.2,4,Customer_251,c251@mail.com,US,Consumer,2022-08-10,Product_0,Electronics,311.09,13.75,95.58,995.49,55.0,940.49,Medium
10570,495,1069,2024-06-18,8,0.0,2,Customer_495,c495@mail.com,US,Consumer,2022-05-03,Product_68,Clothing,396.73,69.93,82.37,3173.84,559.44,2614.4,Large
10571,313,1022,2022-11-25,1,0.0,7,Customer_313,c313@mail.com,UK,Corporate,2020-11-07,Product_21,Books,142.63,142.63,-11.0,142.63,142.63,0.0,Small
10572,257,1019,2023-10-20,1,0.05,3,Customer_257,c257@mail.com,US,Consumer,2022-02-23,Product_18,Home,353.4,28.48,91.94,335.73,28.48,307.25,Small
10573,68,1051,2024-01-05,3,0.15,2,Customer_68,c68@mail.com,DE,Consumer,2022-05-21,Product_50,Home,150.92,150.92,-17.31,384.85,452.76,-67.91,Small
10574,99,1052,2022-09-03,5,0.1,1,Customer_99,c99@mail.com,DE,Corporate,2021-05-13,Product_51,Books,148.43,107.39,27.65,667.94,536.95,130.99,Medium
10575,338,1067,2024-07-25,1,0.0,1,Customer_338,c338@mail.com,US,Home Office,2020-04-07,Product_66,Sports,173.2,103.31,40.35,173.2,103.31,69.89,Small
10576,414,1071,2024-01-01,2,0.0,2,Customer_414,c414@mail.com,US,Corporate,2020-10-22,Product_70,Home,155.82,155.82,-291.9,311.64,311.64,0.0,Small
10577,232,1022,2024-12-15,6,0.1,1,Customer_232,c232@mail.com,CA,Corporate,2021-03-20,Product_21,Books,142.63,142.63,-11.0,770.2,855.78,-85.58,Medium
10578,148,1036,2024-10-11,4,0.0,2,Customer_148,c148@mail.com,US,Corporate,2020-01-25,Product_35,Electronics,265.26,199.43,24.82,1061.04,797.72,263.32,Medium
10579,196,1007,2022-01-23,5,0.0,4,Customer_196,c196@mail.com,DE,Corporate,2021-07-15,Product_6,Home,94.65,46.32,51.06,473.25,231.6,241.65,Small
10580,82,1055,2023-03-08,8,0.1,5,Customer_82,c82@mail.com,US,Corporate,2021-09-07,Product_54,Clothing,94.95,94.95,-152.46,683.64,759.6,-75.96,Medium
10581,475,1008,2024-12-17,7,0.15,5,Customer_475,c475@mail.com,UK,Corporate,2021-10-27,Product_7,Sports,225.11,161.51,28.25,1339.4,1130.57,208.83,Large
10582,260,1042,2023-07-23,2,0.0,5,Customer_260,c260@mail.com,DE,Home Office,2021-08-01,Product_41,Clothing,199.39,155.23,22.15,398.78,310.46,88.32,Small
10583,24,1055,2022-01-05,5,0.15,2,Customer_24,c24@mail.com,US,Corporate,2021-10-22,Product_54,Clothing,94.95,94.95,-152.46,403.54,474.75,-71.21,Small
10584,244,1050,2022-05-03,3,0.05,6,Customer_244,c244@mail.com,UK,Corporate,2021-05-27,Product_49,Books,71.07,40.59,42.89,202.55,121.77,80.78,Small
10585,217,1052,2022-07-11,2,0.15,1,Customer_217,c217@mail.com,FR,Consumer,2021-01-07,Product_51,Books,148.43,107.39,27.65,252.33,214.78,37.55,Small
10586,37,1044,2024-09-08,7,0.0,2,Customer_37,c37@mail.com,FR,Home Office,2021-02-18,Product_43,Clothing,359.38,108.59,69.78,2515.66,760.13,1755.53,Large
10587,443,1044,2023-06-08,4,0.05,1,Customer_443,c443@mail.com,US,Corporate,2021-07-31,Product_43,Clothing,359.38,108.59,69.78,1365.64,434.36,931.28,Large
10588,88,1078,2023-03-14,2,0.0,5,Customer_88,c88@mail.com,US,Consumer,2022-10-07,Product_77,Home,194.3,19.94,89.74,388.6,39.88,348.72,Small
10589,134,1014,2023-03-16,9,0.0,4,Customer_134,c134@mail.com,US,Consumer,2021-05-28,Product_13,Clothing,392.33,15.29,96.1,3530.97,137.61,3393.36,Large
10590,286,1015,2024-08-17,1,0.0,1,Customer_286,c286@mail.com,US,Consumer,2020-03-05,Product_14,Books,226.78,67.31,70.32,226.78,67.31,159.47,Small
10591,233,1076,2022-01-16,3,0.05,7,Customer_233,c233@mail.com,US,Home Office,2022-04-07,Product_75,Books,303.24,184.87,39.04,864.23,554.61,309.62,Medium
10592,44,1050,2023-09-19,8,0.0,7,Customer_44,c44@mail.com,FR,Consumer,2020-10-21,Product_49,Books,71.07,40.59,42.89,568.56,324.72,243.84,Medium
10593,122,1034,2024-12-13,9,0.2,7,Customer_122,c122@mail.com,FR,Consumer,2022-07-08,Product_33,Home,31.49,31.49,-90.62,226.73,283.41,-56.68,Small
10594,436,1031,2023-11-16,5,0.0,2,Customer_436,c436@mail.com,UK,Home Office,2020-05-20,Product_30,Electronics,186.94,69.92,62.6,934.7,349.6,585.1,Medium
10595,296,1006,2023-06-25,3,0.0,1,Customer_296,c296@mail.com,FR,Home Office,2021-06-15,Product_5,Clothing,105.54,105.54,-219.53,316.62,316.62,0.0,Small
10596,194,1062,2024-09-16,2,0.15,5,Customer_194,c194@mail.com,DE,Consumer,2021-09-11,Product_61,Books,300.57,99.01,67.06,510.97,198.02,312.95,Small
10597,366,1078,2024-07-04,1,0.0,1,Customer_366,c366@mail.com,US,Consumer,2020-04-09,Product_77,Home,194.3,19.94,89.74,194.3,19.94,174.36,Small
10598,277,1015,2022-05-21,1,0.0,1,Customer_277,c277@mail.com,US,Corporate,2021-07-31,Product_14,Books,226.78,67.31,70.32,226.78,67.31,159.47,Small
10599,496,1048,2024-05-19,4,0.1,7,Customer_496,c496@mail.com,CA,Home Office,2022-03-17,Product_47,Books,193.34,46.46,75.97,696.02,185.84,510.18,Medium
10600,472,1032,2022-09-23,8,0.0,3,Customer_472,c472@mail.com,FR,Home Office,2021-06-30,Product_31,Electronics,216.0,136.42,36.84,1728.0,1091.36,636.64,Large
10601,115,1052,2024-08-31,7,0.1,1,Customer_115,c115@mail.com,CA,Home Office,2022-10-19,Product_51,Books,148.43,107.39,27.65,935.11,751.73,183.38,Medium
10602,239,1009,2022-06-06,4,0.1,6,Customer_239,c239@mail.com,US,Home Office,2021-03-14,Product_8,Clothing,288.68,52.73,81.73,1039.25,210.92,828.33,Medium
10603,437,1047,2024-11-12,3,0.05,3,Customer_437,c437@mail.com,DE,Corporate,2020-11-21,Product_46,Home,149.64,69.74,53.39,426.47,209.22,217.25,Small
10604,183,1068,2023-09-21,6,0.0,7,Customer_183,c183@mail.com,US,Consumer,2022-12-11,Product_67,Electronics,133.81,133.81,-27.54,802.86,802.86,0.0,Medium
10605,214,1017,2024-04-20,2,0.1,4,Customer_214,c214@mail.com,US,Consumer,2020-07-10,Product_16,Sports,325.03,188.3,42.07,585.05,376.6,208.45,Medium
10606,376,1066,2024-09-16,4,0.05,7,Customer_376,c376@mail.com,DE,Consumer,2020-06-01,Product_65,Books,311.04,105.43,66.1,1181.95,421.72,760.23,Medium
10607,248,1043,2022-04-23,5,0.0,6,Customer_248,c248@mail.com,DE,Consumer,2020-08-08,Product_42,Home,351.19,40.06,88.59,1755.95,200.3,1555.65,Large
10608,28,1045,2024-10-26,5,0.15,2,Customer_28,c28@mail.com,UK,Consumer,2022-09-18,Product_44,Sports,90.97,90.97,-46.8,386.62,454.85,-68.23,Small
10609,298,1049,2022-04-11,7,0.05,7,Customer_298,c298@mail.com,FR,Consumer,2020-02-26,Product_48,Electronics,77.08,37.28,51.63,512.58,260.96,251.62,Small
10610,361,1066,2022-03-16,4,0.15,3,Customer_361,c361@mail.com,DE,Consumer,2021-09-02,Product_65,Books,311.04,105.43,66.1,1057.54,421.72,635.82,Medium
10611,108,1037,2023-05-26,7,0.1,6,Customer_108,c108@mail.com,US,Consumer,2021-02-11,Product_36,Sports,182.78,182.78,-8.6,1151.51,1279.46,-127.95,Medium
10612,233,1042,2022-07-14,6,0.15,7,Customer_233,c233@mail.com,US,Home Office,2022-04-07,Product_41,Clothing,199.39,155.23,22.15,1016.89,931.38,85.51,Medium
10613,2,1043,2022-04-22,6,0.2,6,Customer_2,c2@mail.com,DE,Consumer,2021-07-03,Product_42,Home,351.19,40.06,88.59,1685.71,240.36,1445.35,Large
10614,448,1024,2024-08-14,7,0.05,5,Customer_448,c448@mail.com,CA,Corporate,2020-11-26,Product_23,Books,242.56,76.17,68.6,1613.02,533.19,1079.83,Large
10615,43,1076,2022-09-14,3,0.0,5,Customer_43,c43@mail.com,UK,Consumer,2020-11-11,Product_75,Books,303.24,184.87,39.04,909.72,554.61,355.11,Medium
10616,433,1058,2024-10-09,2,0.15,5,Customer_433,c433@mail.com,US,Corporate,2022-09-15,Product_57,Clothing,284.05,122.51,56.87,482.88,245.02,237.86,Small
10617,144,1070,2023-11-22,9,0.2,4,Customer_144,c144@mail.com,US,Consumer,2020-09-10,Product_69,Clothing,235.51,68.94,70.73,1695.67,620.46,1075.21,Large
10618,119,1078,2023-09-01,9,0.0,7,Customer_119,c119@mail.com,US,Corporate,2022-10-17,Product_77,Home,194.3,19.94,89.74,1748.7,179.46,1569.24,Large
10619,15,1012,2022-06-09,9,0.0,4,Customer_15,c15@mail.com,DE,Consumer,2021-03-10,Product_11,Sports,139.16,130.42,6.28,1252.44,1173.78,78.66,Large
10620,487,1071,2024-09-13,9,0.0,6,Customer_487,c487@mail.com,UK,Home Office,2021-09-07,Product_70,Home,155.82,155.82,-291.9,1402.38,1402.38,0.0,Large
10621,122,1073,2024-08-22,3,0.0,1,Customer_122,c122@mail.com,FR,Consumer,2022-07-08,Product_72,Books,157.58,102.87,34.72,472.74,308.61,164.13,Small
10622,107,1019,2023-06-25,6,0.05,1,Customer_107,c107@mail.com,DE,Consumer,2022-07-01,Product_18,Home,353.4,28.48,91.94,2014.38,170.88,1843.5,Large
10623,443,1079,2024-08-18,8,0.05,7,Customer_443,c443@mail.com,US,Corporate,2021-07-31,Product_78,Electronics,293.06,79.92,72.73,2227.26,639.36,1587.9,Large
10624,289,1003,2023-09-05,3,0.0,5,Customer_289,c289@mail.com,DE,Consumer,2021-07-09,Product_2,Sports,110.5,110.5,-101.94,331.5,331.5,0.0,Small
10625,144,1019,2024-09-25,5,0.0,4,Customer_144,c144@mail.com,US,Consumer,2020-09-10,Product_18,Home,353.4,28.48,91.94,1767.0,142.4,1624.6,Large
10626,52,1076,2024-09-05,4,0.0,6,Customer_52,c52@mail.com,UK,Corporate,2020-02-24,Product_75,Books,303.24,184.87,39.04,1212.96,739.48,473.48,Medium
10627,69,1029,2022-03-16,2,0.05,2,Customer_69,c69@mail.com,FR,Consumer,2020-10-25,Product_28,Sports,203.84,82.78,59.39,387.3,165.56,221.74,Small
10628,432,1004,2023-01-18,1,0.2,6,Customer_432,c432@mail.com,FR,Consumer,2022-04-02,Product_3,Electronics,128.82,61.03,52.62,103.06,61.03,42.03,Small
10629,69,1002,2024-03-18,8,0.0,2,Customer_69,c69@mail.com,FR,Consumer,2020-10-25,Product_1,Books,244.41,31.25,87.21,1955.28,250.0,1705.28,Large
10630,367,1056,2023-08-03,2,0.05,2,Customer_367,c367@mail.com,FR,Consumer,2021-08-14,Product_55,Books,249.32,148.68,40.37,473.71,297.36,176.35,Small
10631,489,1007,2023-08-07,9,0.15,2,Customer_489,c489@mail.com,US,Consumer,2022-11-05,Product_6,Home,94.65,46.32,51.06,724.07,416.88,307.19,Medium
10632,355,1062,2023-08-13,6,0.05,1,Customer_355,c355@mail.com,US,Consumer,2020-05-03,Product_61,Books,300.57,99.01,67.06,1713.25,594.06,1119.19,Large
10633,478,1008,2023-12-09,5,0.0,5,Customer_478,c478@mail.com,FR,Corporate,2020-09-09,Product_7,Sports,225.11,161.51,28.25,1125.55,807.55,318.0,Medium
10634,18,1076,2024-04-01,8,0.1,2,Customer_18,c18@mail.com,US,Consumer,2021-02-02,Product_75,Books,303.24,184.87,39.04,2183.33,1478.96,704.37,Large
10635,397,1055,2024-06-24,5,0.05,5,Customer_397,c397@mail.com,US,Consumer,2020-09-11,Product_54,Clothing,94.95,94.95,-152.46,451.01,474.75,-23.74,Small
10636,312,1065,2024-03-19,4,0.1,1,Customer_312,c312@mail.com,UK,Consumer,2020-08-08,Product_64,Clothing,185.66,185.66,-757.55,668.38,742.64,-74.26,Medium
10637,258,1060,2023-09-27,5,0.05,7,Customer_258,c258@mail.com,DE,Corporate,2022-11-17,Product_59,Sports,318.03,70.49,77.84,1510.64,352.45,1158.19,Large
10638,45,1008,2024-08-12,9,0.0,3,Customer_45,c45@mail.com,FR,Corporate,2020-11-28,Product_7,Sports,225.11,161.51,28.25,2025.99,1453.59,572.4,Large
10639,60,1004,2022-12-05,4,0.0,3,Customer_60,c60@mail.com,CA,Consumer,2022-01-19,Product_3,Electronics,128.82,61.03,52.62,515.28,244.12,271.16,Small
10640,240,1066,2022-01-21,1,0.1,1,Customer_240,c240@mail.com,DE,Consumer,2020-01-16,Product_65,Books,311.04,105.43,66.1,279.94,105.43,174.51,Small
10641,181,1075,2023-08-11,5,0.0,1,Customer_181,c181@mail.com,FR,Corporate,2022-10-19,Product_74,Electronics,336.84,189.34,43.79,1684.2,946.7,737.5,Large
10642,65,1003,2023-04-12,8,0.0,1,Customer_65,c65@mail.com,DE,Consumer,2022-04-28,Product_2,Sports,110.5,110.5,-101.94,884.0,884.0,0.0,Medium
10643,178,1069,2022-06-24,2,0.2,6,Customer_178,c178@mail.com,DE,Home Office,2020-02-13,Product_68,Clothing,396.73,69.93,82.37,634.77,139.86,494.91,Medium
10644,19,1064,2022-09-08,4,0.0,2,Customer_19,c19@mail.com,DE,Consumer,2020-01-31,Product_63,Books,321.22,21.23,93.39,1284.88,84.92,1199.96,Large
10645,410,1043,2022-02-02,9,0.15,4,Customer_410,c410@mail.com,FR,Corporate,2022-11-27,Product_42,Home,351.19,40.06,88.59,2686.6,360.54,2326.06,Large
10646,85,1075,2022-04-02,7,0.05,3,Customer_85,c85@mail.com,UK,Consumer,2021-11-28,Product_74,Electronics,336.84,189.34,43.79,2239.99,1325.38,914.61,Large
10647,296,1062,2022-01-05,1,0.05,4,Customer_296,c296@mail.com,FR,Home Office,2021-06-15,Product_61,Books,300.57,99.01,67.06,285.54,99.01,186.53,Small
10648,55,1045,2022-04-10,5,0.1,3,Customer_55,c55@mail.com,US,Corporate,2021-09-02,Product_44,Sports,90.97,90.97,-46.8,409.36,454.85,-45.49,Small
10649,240,1070,2023-06-02,4,0.0,4,Customer_240,c240@mail.com,DE,Consumer,2020-01-16,Product_69,Clothing,235.51,68.94,70.73,942.04,275.76,666.28,Medium
10650,67,1067,2023-09-24,3,0.0,1,Customer_67,c67@mail.com,UK,Corporate,2021-08-11,Product_66,Sports,173.2,103.31,40.35,519.6,309.93,209.67,Small
10651,357,1048,2024-02-05,6,0.1,1,Customer_357,c357@mail.com,DE,Corporate,2020-11-12,Product_47,Books,193.34,46.46,75.97,1044.04,278.76,765.28,Medium
10652,207,1046,2022-05-10,7,0.1,5,Customer_207,c207@mail.com,UK,Consumer,2020-10-09,Product_45,Clothing,349.42,90.99,73.96,2201.35,636.93,1564.42,Large
10653,383,1007,2022-02-12,4,0.05,7,Customer_383,c383@mail.com,US,Consumer,2020-08-02,Product_6,Home,94.65,46.32,51.06,359.67,185.28,174.39,Small
10654,90,1030,2023-10-05,9,0.15,5,Customer_90,c90@mail.com,US,Corporate,2020-04-03,Product_29,Home,247.41,154.8,37.43,1892.69,1393.2,499.49,Large
10655,340,1054,2023-04-03,8,0.05,1,Customer_340,c340@mail.com,DE,Consumer,2021-09-09,Product_53,Books,358.08,103.72,71.03,2721.41,829.76,1891.65,Large
10656,368,1030,2024-09-06,3,0.0,7,Customer_368,c368@mail.com,US,Consumer,2021-01-24,Product_29,Home,247.41,154.8,37.43,742.23,464.4,277.83,Medium
10657,447,1010,2024-03-05,2,0.05,6,Customer_447,c447@mail.com,UK,Consumer,2022-09-28,Product_9,Clothing,222.7,173.1,22.27,423.13,346.2,76.93,Small
10658,165,1025,2022-06-08,9,0.0,4,Customer_165,c165@mail.com,DE,Corporate,2020-12-05,Product_24,Home,152.16,116.68,23.32,1369.44,1050.12,319.32,Large
10659,362,1045,2023-02-18,6,0.0,1,Customer_362,c362@mail.com,CA,Corporate,2021-04-25,Product_44,Sports,90.97,90.97,-46.8,545.82,545.82,0.0,Small
10660,61,1007,2023-12-10,7,0.0,5,Customer_61,c61@mail.com,US,Corporate,2022-07-15,Product_6,Home,94.65,46.32,51.06,662.55,324.24,338.31,Medium
10661,424,1053,2023-05-09,1,0.05,6,Customer_424,c424@mail.com,US,Consumer,2021-11-19,Product_52,Sports,55.8,55.8,-48.52,53.01,55.8,-2.79,Small
10662,115,1070,2024-08-08,9,0.1,7,Customer_115,c115@mail.com,CA,Home Office,2022-10-19,Product_69,Clothing,235.51,68.94,70.73,1907.63,620.46,1287.17,Large
10663,7,1010,2022-10-17,8,0.0,7,Customer_7,c7@mail.com,DE,Corporate,2022-08-26,Product_9,Clothing,222.7,173.1,22.27,1781.6,1384.8,396.8,Large
10664,412,1055,2023-11-28,4,0.0,3,Customer_412,c412@mail.com,US,Corporate,2022-11-20,Product_54,Clothing,94.95,94.95,-152.46,379.8,379.8,0.0,Small
10665,421,1006,2022-08-26,1,0.0,4,Customer_421,c421@mail.com,US,Consumer,2021-11-19,Product_5,Clothing,105.54,105.54,-219.53,105.54,105.54,0.0,Small
10666,387,1007,2023-02-05,9,0.0,5,Customer_387,c387@mail.com,DE,Consumer,2020-10-18,Product_6,Home,94.65,46.32,51.06,851.85,416.88,434.97,Medium
10667,356,1029,2023-03-25,2,0.0,4,Customer_356,c356@mail.com,UK,Corporate,2022-11-09,Product_28,Sports,203.84,82.78,59.39,407.68,165.56,242.12,Small
10668,437,1052,2024-02-25,3,0.0,2,Customer_437,c437@mail.com,DE,Corporate,2020-11-21,Product_51,Books,148.43,107.39,27.65,445.29,322.17,123.12,Small
10669,434,1020,2023-06-05,8,0.1,3,Customer_434,c434@mail.com,FR,Home Office,2022-08-03,Product_19,Electronics,159.18,159.18,-58.74,1146.1,1273.44,-127.34,Medium
10670,69,1025,2022-09-25,7,0.0,1,Customer_69,c69@mail.com,FR,Consumer,2020-10-25,Product_24,Home,152.16,116.68,23.32,1065.12,816.76,248.36,Medium
10671,5,1015,2023-07-01,2,0.15,4,Customer_5,c5@mail.com,US,Home Office,2022-10-22,Product_14,Books,226.78,67.31,70.32,385.53,134.62,250.91,Small
10672,343,1034,2024-03-09,8,0.0,2,Customer_343,c343@mail.com,DE,Consumer,2022-07-26,Product_33,Home,31.49,31.49,-90.62,251.92,251.92,0.0,Small
10673,319,1015,2024-08-03,8,0.15,3,Customer_319,c319@mail.com,US,Consumer,2021-07-20,Product_14,Books,226.78,67.31,70.32,1542.1,538.48,1003.62,Large
10674,321,1030,2023-06-28,4,0.0,3,Customer_321,c321@mail.com,US,Consumer,2022-07-12,Product_29,Home,247.41,154.8,37.43,989.64,619.2,370.44,Medium
10675,444,1049,2022-03-21,1,0.05,1,Customer_444,c444@mail.com,UK,Consumer,2020-05-13,Product_48,Electronics,77.08,37.28,51.63,73.23,37.28,35.95,Small
10676,413,1048,2023-10-31,6,0.2,7,Customer_413,c413@mail.com,US,Home Office,2021-08-31,Product_47,Books,193.34,46.46,75.97,928.03,278.76,649.27,Medium
10677,301,1024,2023-10-30,2,0.15,5,Customer_301,c301@mail.com,US,Consumer,2022-08-04,Product_23,Books,242.56,76.17,68.6,412.35,152.34,260.01,Small
10678,302,1020,2023-12-22,5,0.0,3,Customer_302,c302@mail.com,US,Consumer,2021-01-03,Product_19,Electronics,159.18,159.18,-58.74,795.9,795.9,0.0,Medium
10679,369,1047,2022-07-06,6,0.0,4,Customer_369,c369@mail.com,CA,Corporate,2022-11-06,Product_46,Home,149.64,69.74,53.39,897.84,418.44,479.4,Medium
10680,90,1033,2022-01-14,2,0.0,5,Customer_90,c90@mail.com,US,Corporate,2020-04-03,Product_32,Clothing,299.31,99.59,66.73,598.62,199.18,399.44,Medium
10681,225,1036,2022-05-05,2,0.0,2,Customer_225,c225@mail.com,US,Corporate,2020-01-05,Product_35,Electronics,265.26,199.43,24.82,530.52,398.86,131.66,Small
10682,166,1007,2024-02-01,1,0.1,2,Customer_166,c166@mail.com,DE,Consumer,2022-05-02,Product_6,Home,94.65,46.32,51.06,85.18,46.32,38.86,Small
