customer_id,name,email,country,segment,join_date
457,Customer_457,c457@mail.com,UK,Corporate,2021-01-28
458,Customer_458,c458@mail.com,US,Consumer,2021-12-23
459,Customer_459,c459@mail.com,DE,Consumer,2020-01-15
460,Customer_460,c460@mail.com,UK,Corporate,2020-09-20
461,Customer_461,c461@mail.com,CA,Consumer,2020-08-31
462,Customer_462,c462@mail.com,UK,Consumer,2022-10-01
463,Customer_463,c463@mail.com,FR,Consumer,2021-09-20
464,Customer_464,c464@mail.com,UK,Consumer,2021-06-28
465,Customer_465,c465@mail.com,US,Consumer,2021-11-03
466,Customer_466,c466@mail.com,UK,Consumer,2022-01-11
467,Customer_467,c467@mail.com,UK,Corporate,2020-02-08
468,Customer_468,c468@mail.com,US,Consumer,2022-07-10
469,Customer_469,c469@mail.com,US,Corporate,2022-07-25
470,Customer_470,c470@mail.com,DE,Corporate,2022-06-13
471,Customer_471,c471@mail.com,CA,Consumer,2022-12-30
472,Customer_472,c472@mail.com,FR,Home Office,2021-06-30
473,Customer_473,c473@mail.com,DE,Consumer,2020-06-29
474,Customer_474,c474@mail.com,UK,Corporate,2022-06-30
475,Customer_475,c475@mail.com,UK,Corporate,2021-10-27
476,Customer_476,c476@mail.com,FR,Corporate,2021-05-12
477,Customer_477,c477@mail.com,US,Consumer,2020-08-06
478,Customer_478,c478@mail.com,FR,Corporate,2020-09-09
479,Customer_479,c479@mail.com,UK,Corporate,2021-06-08
480,Customer_480,c480@mail.com,UK,Home Office,2022-03-16
481,Customer_481,c481@mail.com,US,Home Office,2021-03-07
482,Customer_482,c482@mail.com,UK,Consumer,2021-08-16
483,Customer_483,c483@mail.com,CA,Consumer,2022-08-31
484,Customer_484,c484@mail.com,UK,Home Office,2020-04-24
485,Customer_485,c485@mail.com,US,Consumer,2021-05-20
486,Customer_486,c486@mail.com,US,Consumer,2021-03-13
487,Customer_487,c487@mail.com,UK,Home Office,2021-09-07
488,Customer_488,c488@mail.com,US,Consumer,2021-03-01
489,Customer_489,c489@mail.com,US,Consumer,2022-11-05
490,Customer_490,c490@mail.com,CA,Consumer,2020-09-15
491,Customer_491,c491@mail.com,UK,Corporate,2020-09-14
492,Customer_492,c492@mail.com,DE,Consumer,2021-02-22
493,Customer_493,c493@mail.com,US,Corporate,2021-06-23
494,Customer_494,c494@mail.com,,Corporate,2021-05-24
495,Customer_495,c495@mail.com,US,Consumer,2022-05-03
496,Customer_496,c496@mail.com,CA,Home Office,2022-03-17
497,Customer_497,c497@mail.com,US,Corporate,2020-10-10
498,Customer_498,c498@mail.com,FR,Consumer,2022-08-08
499,Customer_499,c499@mail.com,DE,Corporate,2022-08-30
500,Customer_500,c500@mail.com,FR,Consumer,2022-03-19
